empid,basic_salary,grade_pay,DA,home_rent,convience_allowance,absent,earned_leave,casual_leave,maternity_leave,washing_allowance
EMP00451,36604,1633,15640,8873,1281,3,8,8,0,343
EMP00452,49038,2669,16977,6755,1831,3,5,8,0,363
EMP00453,16639,4140,8899,2595,1263,4,8,2,0,530
EMP00454,20009,4783,9210,5298,1239,2,11,6,0,333
EMP00455,41275,2487,22000,4986,1363,0,12,3,0,326
EMP00456,20349,1798,7537,3582,1150,1,3,5,0,340
EMP00457,31231,3655,17680,9003,1830,1,5,7,0,517
EMP00458,46979,1515,15611,5127,1218,0,4,0,0,402
EMP00459,46769,4118,14063,7530,1484,4,9,2,0,320
EMP00460,15760,3558,7616,4619,1310,2,15,4,0,399
EMP00461,36684,2516,13389,8936,1165,0,6,6,0,335
EMP00462,40485,3265,22741,4345,1177,5,12,6,0,452
EMP00463,19303,1282,9000,3827,1551,0,10,0,0,401
EMP00464,44509,1350,15453,10855,962,4,6,7,0,412
EMP00465,15128,4053,9002,2838,1810,1,12,6,0,359
EMP00466,43930,4566,24649,5049,1556,0,11,3,0,427
EMP00467,45065,1139,21780,6361,1986,1,3,4,0,469
EMP00468,19148,3865,10251,2192,1731,5,15,0,0,531
EMP00469,27258,4426,10316,5103,1592,1,8,4,0,511
EMP00470,25741,3983,10123,5021,1221,4,5,6,82,496
EMP00471,44991,2119,23400,12286,827,3,9,3,0,505
EMP00472,40769,3938,12622,7714,1727,0,2,9,0,339
EMP00473,32572,2126,10500,9618,1772,3,12,2,0,563
EMP00474,17777,3010,8767,4752,1435,5,15,10,0,600
EMP00475,48315,2786,16398,12938,1015,1,9,10,0,516
EMP00476,15835,3192,5709,4547,923,0,2,10,0,561
EMP00477,42910,3728,14858,5689,1883,5,15,2,0,496
EMP00478,18542,4200,7983,1882,1328,5,5,4,0,587
EMP00479,41170,3555,12943,5591,1278,5,11,1,0,584
EMP00480,19888,4178,10652,5451,1710,4,13,5,0,465
EMP00481,40239,4387,15276,11207,1085,1,2,9,0,393
EMP00482,18045,3132,10030,5138,1127,4,3,5,0,460
EMP00483,19094,4298,11170,5072,1225,1,3,5,0,496
EMP00484,33127,1749,14431,4939,1456,2,13,7,0,578
EMP00485,31926,4889,10248,7764,1598,0,9,3,0,460
EMP00486,46512,4721,16137,4790,1007,4,13,7,0,315
EMP00487,29065,3806,15851,6913,917,0,0,8,0,540
EMP00488,29101,3856,10357,7112,1534,1,4,4,0,328
EMP00489,22306,4454,9277,6096,1430,4,4,3,0,308
EMP00490,21870,2959,11146,6557,1467,4,10,1,0,371
EMP00491,31661,4023,13660,7475,1514,4,13,4,0,348
EMP00492,16050,1929,6620,1924,1141,4,4,2,111,574
EMP00493,41668,4004,18115,5910,1622,0,3,1,4,341
EMP00494,30278,2827,15388,7026,1112,0,6,9,0,424
EMP00495,31697,4553,17817,4084,1573,2,0,2,0,403
EMP00496,16702,1126,6012,3064,960,1,9,9,0,523
EMP00497,36722,2421,11561,10908,1607,1,8,1,0,410
EMP00498,17329,4054,6612,2381,1024,5,3,7,0,427
EMP00499,25508,3222,8495,2567,1167,4,10,4,0,409
EMP00500,16262,3479,7805,3748,1080,2,14,5,0,317
EMP00501,39342,4930,12290,11680,1402,5,5,4,0,557
EMP00502,32096,4404,14506,3447,1326,2,8,8,0,518
EMP00503,32737,2670,17881,4246,1743,3,4,2,0,434
EMP00504,25816,2545,13635,3007,1385,3,10,8,0,325
EMP00505,29045,1340,15319,8463,1296,4,15,3,0,420
EMP00506,29053,2687,11772,4035,1151,4,12,7,0,329
EMP00507,30887,1099,11304,9138,1867,5,2,5,0,414
EMP00508,42410,4501,17723,8797,1162,4,3,5,0,448
EMP00509,21220,4312,10241,6341,1262,4,6,6,0,489
EMP00510,45573,1086,18206,4617,1228,3,6,6,0,367
EMP00511,32459,2690,15610,8785,1683,2,8,9,0,536
EMP00512,23571,1346,7837,6397,1947,1,0,5,0,348
EMP00513,44605,3829,24405,9830,1529,4,14,5,0,462
EMP00514,24512,3757,12617,2559,1772,4,0,10,0,531
EMP00515,24783,1180,11214,7243,1629,1,8,1,0,404
EMP00516,30354,3207,12320,6633,900,5,1,7,0,459
EMP00517,18299,2633,10747,4016,1018,1,14,9,0,431
EMP00518,31018,3381,16296,7320,1819,3,0,4,141,496
EMP00519,23730,4169,9955,3511,1401,3,1,0,0,600
EMP00520,47034,4377,23051,7944,1277,0,12,0,0,447
EMP00521,35230,2342,20359,8428,959,5,3,3,0,573
EMP00522,30529,3977,12796,7831,849,3,5,10,0,333
EMP00523,30101,2794,9885,3283,915,0,0,10,0,335
EMP00524,17462,3037,9180,4594,943,0,14,7,0,508
EMP00525,34359,4799,19208,9695,1579,2,10,2,0,475
EMP00526,20799,2650,12017,2373,1923,4,3,6,0,499
EMP00527,30945,2203,11116,8923,1881,1,8,1,0,597
EMP00528,42760,3634,22831,5994,1003,4,7,3,0,500
EMP00529,38286,4608,13457,10318,1847,3,7,6,0,304
EMP00530,37901,4369,14716,8369,1627,3,4,9,0,341
EMP00531,43618,4054,25669,5499,1441,0,1,2,0,596
EMP00532,16065,2913,6762,3888,1488,2,8,2,46,350
EMP00533,29383,4012,14460,8294,1298,1,13,9,0,464
EMP00534,15503,2349,4868,3843,1910,0,15,6,0,539
EMP00535,29430,1490,9871,4402,1522,3,4,7,0,310
EMP00536,46895,3973,19035,6494,1175,3,9,6,0,554
EMP00537,33061,4083,12824,8441,1401,1,13,8,0,336
EMP00538,22524,4911,9934,3379,1428,4,15,5,0,429
EMP00539,41343,4144,12512,10617,1125,1,1,0,0,366
EMP00540,42860,2779,16619,6640,990,5,8,4,0,525
EMP00541,26577,1345,15113,3748,1703,3,15,7,0,578
EMP00542,19635,1368,6629,4467,1390,0,1,9,19,499
EMP00543,31420,1078,15026,7997,1865,0,14,0,0,414
EMP00544,18123,4848,6451,2216,1486,5,1,3,0,353
EMP00545,19594,1994,10827,2549,1341,4,6,8,0,418
EMP00546,31375,1040,16809,8116,1890,2,15,7,0,410
EMP00547,49225,3212,23368,14745,887,3,15,8,0,583
EMP00548,22998,3819,12543,5967,1223,5,5,9,0,411
EMP00549,33086,3970,12343,5039,1001,4,3,2,0,344
EMP00550,44601,3356,25757,8799,1135,0,14,8,0,355
EMP00551,32483,4209,12051,8238,1951,4,4,5,0,565
EMP00552,44994,4097,20066,8729,1402,3,0,6,0,476
EMP00553,33109,3496,13502,9445,1394,1,3,7,0,351
EMP00554,45736,1488,22206,5941,1552,0,14,7,0,343
EMP00555,21328,1949,8257,3380,1186,0,6,6,0,385
EMP00556,37157,1684,13650,5552,1814,2,4,10,0,530
EMP00557,22080,4179,12175,4452,889,0,1,3,0,329
EMP00558,49498,2348,20403,14812,1521,3,12,7,0,580
EMP00559,28448,2050,9679,8235,1526,5,14,4,0,327
EMP00560,41882,4449,15872,11638,1031,3,15,8,0,561
EMP00561,44835,1745,21716,7962,1360,1,9,0,0,579
EMP00562,15802,3422,5156,4465,852,1,7,7,0,525
EMP00563,26465,2081,10572,3103,1658,2,4,0,0,481
EMP00564,28157,1080,13768,7235,1116,1,9,8,0,403
EMP00565,26430,3168,8499,3291,1394,5,1,4,0,387
EMP00566,23609,4337,12964,4119,881,2,8,0,0,505
EMP00567,24786,3000,14286,2629,1443,0,5,2,0,539
EMP00568,31212,4769,11948,4020,1059,4,9,9,0,499
EMP00569,20917,1937,6492,3351,879,5,15,10,0,344
EMP00570,31658,2282,11341,7876,1143,0,11,9,0,456
EMP00571,25485,1121,9968,7606,1889,2,9,2,0,308
EMP00572,48329,4624,20728,5606,1440,5,12,0,0,427
EMP00573,29790,2707,9118,4901,1579,3,0,5,0,575
EMP00574,41926,2877,24669,6572,1195,0,2,4,0,574
EMP00575,42571,2448,20609,6634,1663,0,0,6,0,471
EMP00576,41263,3986,22882,5828,999,4,5,2,0,563
EMP00577,48541,4503,16994,8270,1700,4,3,9,0,555
EMP00578,16956,3480,10087,2827,1333,1,14,5,0,564
EMP00579,45931,2384,17038,13397,1315,2,2,8,0,462
EMP00580,37298,4791,19020,4368,914,0,3,1,0,557
EMP00581,23981,2648,14316,4325,873,3,14,2,0,540
EMP00582,30107,2870,9961,4114,1138,2,10,8,0,523
EMP00583,36396,1438,12404,7360,1190,1,6,8,0,526
EMP00584,26695,3096,10300,7844,1272,2,0,7,0,558
EMP00585,27773,3205,10746,5649,1899,4,9,8,0,514
EMP00586,17234,4358,6484,2173,1301,1,5,9,0,385
EMP00587,24031,3256,8248,6514,1780,2,3,7,0,578
EMP00588,25229,1717,9103,4438,1314,4,9,10,0,378
EMP00589,39190,4846,16894,9343,866,4,10,1,0,396
EMP00590,23410,2835,12215,4012,1534,5,2,1,0,505
EMP00591,34653,2100,11576,4778,904,3,1,8,29,467
EMP00592,21560,4411,8147,3692,1813,4,2,0,0,534
EMP00593,17260,4460,6992,3488,1854,4,5,5,0,560
EMP00594,33898,2130,10792,8726,1836,0,11,4,0,326
EMP00595,42845,3346,24440,5147,1901,5,14,1,0,527
EMP00596,22489,3533,9531,4242,898,1,3,4,0,590
EMP00597,48698,3976,24741,7456,1199,2,4,9,0,409
EMP00598,39889,2138,20147,8487,1189,2,15,8,0,553
EMP00599,44917,1780,15260,12664,1135,2,0,10,0,567
EMP00600,33086,1148,16662,7638,979,0,13,9,0,320
EMP00601,26918,4626,9311,5971,1000,3,15,2,0,369
EMP00602,33587,1557,18078,6913,1485,1,5,2,0,360
EMP00603,48442,2132,22403,7293,919,3,14,9,0,482
EMP00604,29943,4817,9669,3094,1535,5,7,2,0,571
EMP00605,32774,1298,18097,4964,963,3,6,1,0,464
EMP00606,21703,3808,12537,3467,819,5,0,0,0,553
EMP00607,24446,2997,8907,7318,1069,1,13,2,0,571
EMP00608,27330,2737,9144,4346,1505,5,13,0,0,507
EMP00609,17223,4552,7599,3517,1778,2,3,4,0,387
EMP00610,37234,2145,17100,7621,1991,1,15,4,0,450
EMP00611,40085,1057,16970,8032,1885,5,7,6,0,484
EMP00612,36808,1293,21525,5750,974,0,13,0,0,381
EMP00613,22046,2779,10954,4394,1020,3,6,2,0,556
EMP00614,15491,2842,5370,2400,1877,1,7,10,0,319
EMP00615,29219,1134,13465,7351,1403,1,6,0,0,511
EMP00616,26036,1764,10420,6768,1134,0,3,7,0,466
EMP00617,19669,2633,8026,4725,1859,1,14,8,0,528
EMP00618,21071,1416,10913,3890,1985,1,4,8,0,400
EMP00619,36023,1648,14194,8224,1504,1,15,9,0,374
EMP00620,33464,3672,15849,8455,1565,4,9,9,0,506
EMP00621,29407,2273,12555,7127,839,1,7,6,0,335
EMP00622,27839,2075,16044,6360,1765,3,6,5,0,409
EMP00623,45107,4173,22220,8320,1034,5,6,8,0,356
EMP00624,36137,4474,16294,4332,975,1,15,6,0,564
EMP00625,35162,4432,12808,10517,1943,5,5,2,0,373
EMP00626,43677,1573,21382,12981,1213,2,4,6,0,591
EMP00627,15166,2200,7102,2542,1583,5,11,7,0,335
EMP00628,32514,2508,10364,8779,1088,3,7,7,0,427
EMP00629,26320,3498,10538,4667,1675,3,0,9,0,598
EMP00630,43684,1356,17986,7671,1944,4,15,5,0,399
EMP00631,39918,1501,23658,4345,912,5,8,8,0,551
EMP00632,41040,1145,16772,12089,1780,1,11,2,0,399
EMP00633,33458,2315,17542,9810,1639,0,9,1,0,519
EMP00634,28550,1881,9622,4526,1905,0,9,4,163,395
EMP00635,46591,1579,18225,12517,1809,1,3,7,0,547
EMP00636,25552,3653,9414,6731,1333,0,4,3,0,429
EMP00637,15427,1210,8661,2970,1824,5,13,2,0,447
EMP00638,18830,4182,6581,4245,1410,5,4,1,0,388
EMP00639,37828,2505,14211,10236,1770,0,7,8,0,426
EMP00640,20541,3143,10473,6025,1284,4,5,6,0,398
EMP00641,36248,2693,19716,5005,1410,1,8,6,0,365
EMP00642,27089,1285,12799,5795,1644,1,8,1,0,300
EMP00643,25781,4218,15392,5184,1543,2,14,8,0,319
EMP00644,22637,4461,7970,6394,1525,0,5,3,0,563
EMP00645,38278,1689,16506,11220,1212,4,13,0,0,596
EMP00646,47419,4275,18100,12687,891,2,1,6,0,506
EMP00647,42034,3772,15614,11486,1960,5,13,9,0,536
EMP00648,29566,4571,10216,8029,1968,3,2,8,0,452
EMP00649,18738,1006,8411,3958,1564,3,5,1,0,338
EMP00650,27980,1328,9819,3610,1978,2,6,3,0,550
EMP00651,32686,3582,13020,7925,1325,0,5,10,0,513
EMP00652,19631,4371,8030,5386,1889,1,1,3,0,541
EMP00653,21223,4687,10839,2158,1216,2,2,2,0,597
EMP00654,24831,1830,11189,6401,1852,2,8,7,0,519
EMP00655,20262,3845,6551,3012,1648,4,2,3,0,525
EMP00656,43289,3902,14480,8150,860,4,13,5,0,393
EMP00657,23667,4064,13548,7077,1942,4,12,8,0,438
EMP00658,31181,4644,11686,8553,930,2,6,10,0,444
EMP00659,23264,4371,11915,3326,1785,2,12,8,0,594
EMP00660,16211,2751,5130,2722,1433,1,3,4,0,339
EMP00661,31722,1612,17648,4537,1703,5,11,5,0,512
EMP00662,25344,2880,8665,6038,1363,0,8,3,0,382
EMP00663,35522,4975,19456,5467,1965,3,4,2,0,373
EMP00664,24379,4299,14189,4522,830,4,7,9,0,453
EMP00665,15133,1710,7632,3109,1021,3,10,7,0,358
EMP00666,21479,3039,6483,6054,1475,3,0,3,0,534
EMP00667,25770,2864,10413,4473,1483,4,1,5,0,454
EMP00668,40948,4457,22422,6060,1496,4,15,5,0,593
EMP00669,40190,3584,12436,9603,1297,3,9,2,0,502
EMP00670,17619,1419,7792,3332,1681,5,8,1,0,330
EMP00671,45239,2392,25061,8559,919,0,7,5,0,515
EMP00672,28114,2253,8771,5702,1188,5,12,3,0,470
EMP00673,27286,1846,16311,2855,1863,1,14,6,0,495
EMP00674,23878,3351,13628,2980,1371,4,3,6,0,546
EMP00675,46094,2246,26672,4735,1621,3,1,2,0,566
EMP00676,47278,3273,18284,5830,1250,1,3,9,0,550
EMP00677,28075,4631,10694,5452,1641,5,11,9,0,418
EMP00678,33877,1941,19417,6020,1222,4,9,7,0,481
EMP00679,42127,4506,16678,5059,1333,1,2,8,0,512
EMP00680,37817,1850,11395,5784,1204,3,3,1,0,460
EMP00681,22373,1966,9367,5242,1895,0,13,7,0,548
EMP00682,33502,2622,14393,7536,1318,4,1,7,0,553
EMP00683,43269,1706,15738,9862,909,2,14,8,0,344
EMP00684,26620,4128,10068,2746,1538,0,11,4,0,350
EMP00685,29067,3206,17175,6890,1413,1,6,1,0,572
EMP00686,49652,2998,14977,5213,1373,0,7,5,0,398
EMP00687,48462,1477,16421,8158,1430,5,10,4,0,374
EMP00688,43473,2278,25574,7915,1571,3,6,5,0,459
EMP00689,32690,4692,13161,4148,1581,1,11,6,0,472
EMP00690,29335,1008,14875,4117,1100,0,11,6,0,472
EMP00691,46507,1311,24189,12376,1900,3,0,3,0,540
EMP00692,40827,3729,21723,6753,1117,3,12,9,0,499
EMP00693,23261,1421,10027,4646,1732,3,0,5,0,538
EMP00694,42577,1241,17093,4436,1421,3,10,4,0,515
EMP00695,42096,4402,15381,6446,813,2,6,5,107,584
EMP00696,46893,2682,20494,11212,1268,4,7,5,0,400
EMP00697,27004,3502,13766,4336,1840,5,10,3,0,556
EMP00698,41828,1199,16376,6587,1351,4,5,8,0,477
EMP00699,37037,2797,11683,10124,1418,1,2,0,0,308
EMP00700,16411,2555,6004,3252,1561,4,5,0,0,391
EMP00701,43140,1146,22983,10503,1115,2,0,10,0,577
EMP00702,22149,2836,9923,3909,1281,5,4,5,0,401
EMP00703,34485,4799,18539,4118,1204,1,10,4,0,351
EMP00704,36588,4849,18839,9348,1536,0,15,5,0,551
EMP00705,32931,1301,17330,8442,1512,1,1,5,0,431
EMP00706,45001,2959,14159,8220,1616,5,0,5,0,426
EMP00707,39910,1712,13428,10870,849,5,5,4,0,530
EMP00708,48854,3209,14836,6374,1656,1,2,7,0,328
EMP00709,31630,3416,16946,8317,1234,0,9,3,0,513
EMP00710,36501,4466,15104,10552,1032,1,10,5,0,329
EMP00711,29396,1664,13223,8516,1955,5,5,7,0,523
EMP00712,18370,2667,10512,4425,980,1,5,0,0,323
EMP00713,34003,1170,17787,9936,863,1,12,1,0,553
EMP00714,33101,1448,16387,3799,1412,1,11,6,0,439
EMP00715,15649,2973,9175,2790,978,0,1,6,153,517
EMP00716,15972,1335,6828,2408,1039,1,12,7,0,395
EMP00717,28359,1193,13343,7131,1903,5,13,7,0,492
EMP00718,24331,1104,10718,3621,1013,1,6,0,0,470
EMP00719,30196,2077,10006,8752,914,1,8,5,0,442
EMP00720,40596,3024,14756,8211,1603,4,1,5,0,382
EMP00721,33990,3271,12140,4882,1168,3,2,1,0,439
EMP00722,27364,4978,13905,2858,1370,0,2,5,0,508
EMP00723,32318,1618,12854,6244,1332,0,15,9,0,449
EMP00724,31133,1029,17771,3392,1655,1,7,3,0,367
EMP00725,18402,3363,10226,2532,1992,0,6,8,0,482
EMP00726,49821,1434,17156,5843,905,1,12,7,0,401
EMP00727,47181,4699,24586,10203,1862,4,12,6,0,417
EMP00728,24949,1750,7942,6652,1768,2,6,10,0,338
EMP00729,40634,2308,19727,10088,1461,3,13,6,0,535
EMP00730,15807,3210,5518,2801,1088,3,13,8,0,383
EMP00731,49086,1275,16445,8518,1323,0,3,6,0,467
EMP00732,37351,1001,14009,6653,1402,1,3,1,0,563
EMP00733,28574,2045,15957,7343,1038,4,3,10,0,466
EMP00734,46514,2345,23638,10172,959,0,2,2,0,397
EMP00735,37474,2441,18172,4541,1972,1,0,7,0,364
EMP00736,23240,3763,11322,5385,1814,4,4,1,0,422
EMP00737,43431,3591,25253,6757,1285,5,3,5,0,301
EMP00738,21672,3872,10898,3137,1921,0,2,9,0,441
EMP00739,33816,3725,20284,3633,1236,5,11,8,0,353
EMP00740,40343,1891,15779,6758,1852,0,9,0,0,351
EMP00741,33219,2169,17918,4488,1773,4,7,2,0,455
EMP00742,49040,4421,18851,9973,848,1,1,10,0,366
EMP00743,29641,1180,14477,5393,1990,5,2,4,0,499
EMP00744,44064,4000,17032,7195,1282,5,4,2,0,571
EMP00745,17365,4862,7844,1793,929,5,10,5,0,542
EMP00746,24210,4800,10495,6598,960,1,6,7,0,485
EMP00747,15104,4144,8120,3152,1094,2,5,3,97,523
EMP00748,37729,1280,13496,7217,1024,4,8,4,0,518
EMP00749,18595,3640,7311,3677,1056,5,3,3,0,532
EMP00750,49404,2380,28226,9142,809,2,5,10,0,501
EMP00751,23143,2454,9643,4348,1148,4,15,9,0,526
EMP00752,22660,1590,8845,6030,1879,5,8,6,0,351
EMP00753,30564,1852,16626,4949,1565,5,14,10,0,314
EMP00754,29313,2420,11663,8698,1924,5,6,0,0,514
EMP00755,39910,3089,17377,8157,1595,5,6,9,0,571
EMP00756,35897,1434,14232,10553,1561,1,11,10,0,378
EMP00757,36730,3976,11497,9484,1299,0,1,5,0,440
EMP00758,35663,4610,19685,4000,1931,0,13,10,0,426
EMP00759,27518,1486,9269,5963,1552,5,15,8,0,455
EMP00760,38376,2135,15507,6216,1878,2,1,4,0,560
EMP00761,39725,2991,15113,11870,1685,1,10,7,0,499
EMP00762,34599,1765,11094,4338,1972,2,0,9,0,386
EMP00763,19981,1457,8355,5144,1164,0,2,0,0,308
EMP00764,23601,2519,7586,5365,1799,0,0,7,0,311
EMP00765,25735,4427,9555,4177,1701,3,7,9,0,445
EMP00766,35652,2660,14576,10108,962,3,2,1,0,506
EMP00767,39308,3108,12991,5649,1566,2,6,1,0,438
EMP00768,42797,4001,21800,12238,1482,2,10,2,0,543
EMP00769,19675,3393,6161,5860,1383,4,15,9,0,366
EMP00770,32361,1870,14279,6995,1500,2,15,0,0,564
EMP00771,40406,1649,16720,11705,903,0,4,1,0,566
EMP00772,47944,2500,21488,9947,1843,3,6,2,0,570
EMP00773,44226,3164,23849,7100,1465,0,2,8,0,361
EMP00774,39336,2577,19765,11531,1958,1,6,0,0,432
EMP00775,40707,4575,14303,10486,1989,5,4,0,0,440
EMP00776,47572,3324,15763,13896,1525,5,3,8,0,531
EMP00777,29942,2471,12709,6416,1723,3,9,2,0,555
EMP00778,48600,1564,25774,6346,951,4,11,5,0,378
EMP00779,44027,3380,23303,11683,945,5,4,1,148,349
EMP00780,24533,4885,8362,3323,1180,0,2,7,0,399
EMP00781,25497,4997,13266,6572,1941,4,14,3,0,370
EMP00782,41294,1012,12679,8719,1215,5,0,1,0,492
EMP00783,32072,4327,18344,5775,1965,5,2,1,0,312
EMP00784,21378,4878,10421,4236,1950,3,3,5,0,591
EMP00785,15445,4280,4726,2307,1268,5,7,1,0,435
EMP00786,34741,3938,20276,7535,833,0,2,2,0,324
EMP00787,43960,3621,17739,11096,1792,4,4,9,0,507
EMP00788,38958,2536,19576,8374,1402,0,6,7,0,563
EMP00789,33904,2897,14567,6524,1993,1,12,1,167,380
EMP00790,37353,2232,22014,5414,1256,1,6,4,0,438
EMP00791,30624,2133,14099,3372,1844,3,7,5,0,482
EMP00792,48356,2553,17774,4881,1492,5,2,8,0,587
EMP00793,21750,2391,6604,4323,1761,3,10,9,0,528
EMP00794,38969,2892,13650,4829,908,0,3,1,0,441
EMP00795,16069,4143,7687,2548,825,1,5,10,0,537
EMP00796,43395,3551,20555,11199,1623,3,5,10,0,308
EMP00797,39857,4667,21973,7671,851,5,13,10,0,527
EMP00798,26144,4923,12497,4357,1041,1,7,10,0,434
EMP00799,30207,3263,17156,3232,908,0,15,3,0,575
EMP00800,44969,2360,17101,8274,1711,4,11,2,0,453
EMP00801,46452,3940,27170,6325,1457,3,2,9,0,596
EMP00802,36837,3483,16805,6078,1572,0,12,8,0,452
EMP00803,45302,3211,22019,11073,1876,1,7,6,0,370
EMP00804,33013,2080,12576,7223,1036,5,5,4,0,499
EMP00805,39697,1966,16252,4451,998,1,11,10,5,493
EMP00806,40966,4321,24422,9979,1927,3,4,4,0,568
EMP00807,16199,1724,8089,4742,1184,3,7,0,0,313
EMP00808,30251,4847,10104,4319,831,0,9,5,0,413
EMP00809,48611,2944,24134,4968,1365,1,13,10,0,312
EMP00810,30642,2390,16452,4523,1891,4,0,2,0,408
EMP00811,37713,4775,14828,7890,1781,1,8,10,0,579
EMP00812,45982,2865,19124,8515,875,2,6,8,0,380
EMP00813,24984,1814,9865,4698,1332,4,12,6,0,578
EMP00814,43300,3663,24253,8279,1684,2,9,1,0,439
EMP00815,32754,1213,13222,4272,1648,5,6,0,0,312
EMP00816,20032,1915,11922,2996,921,4,2,2,0,416
EMP00817,30794,2839,17103,7962,1196,4,11,2,0,321
EMP00818,45879,1730,24552,13653,1541,5,5,7,0,346
EMP00819,27816,1302,9069,3963,1296,4,8,1,0,578
EMP00820,23053,4512,11880,2744,1102,5,2,5,0,436
EMP00821,23569,1282,8663,4858,1254,2,6,2,0,397
EMP00822,44616,1996,13574,11860,1730,0,10,8,0,589
EMP00823,25501,3416,9154,2690,1037,1,12,8,0,307
EMP00824,38469,1634,22400,8064,1020,0,10,1,0,521
EMP00825,15689,1643,5728,4658,858,4,11,4,0,353
EMP00826,36462,3539,13807,5626,1143,4,5,6,0,324
EMP00827,15109,1359,5134,2949,1985,5,2,0,0,385
EMP00828,36171,3986,18247,4658,1966,3,3,6,0,326
EMP00829,27705,3343,14273,7612,1564,3,7,6,17,563
EMP00830,30000,1331,12490,4290,1988,5,0,1,0,363
EMP00831,21264,4996,9905,2255,1591,3,7,2,0,454
EMP00832,26861,3823,10571,7820,1388,5,6,1,0,318
EMP00833,16219,4086,8632,4046,1799,2,3,6,0,465
EMP00834,36879,4674,12759,6097,874,0,8,0,0,553
EMP00835,18082,3913,8769,2556,832,3,2,0,0,382
EMP00836,29084,3770,14105,3602,1109,4,15,5,0,489
EMP00837,44615,4076,17105,6440,1465,2,5,1,0,490
EMP00838,49478,3966,17655,13117,1273,5,13,8,0,572
EMP00839,34273,4751,15931,8081,847,5,2,7,0,507
EMP00840,29835,2334,10462,7379,834,1,9,3,0,361
EMP00841,27518,2770,15443,4864,1029,5,5,7,0,471
EMP00842,24991,3884,13778,4814,1488,4,10,0,0,301
EMP00843,25502,2148,11185,5040,1411,3,10,0,0,567
EMP00844,43750,2519,14638,5836,1724,5,15,10,0,466
EMP00845,41504,3399,17480,4909,1131,3,15,4,0,493
EMP00846,47330,4287,19589,5275,1541,5,1,9,0,596
EMP00847,46839,4788,14416,12240,1633,3,12,10,0,571
EMP00848,21238,3024,9270,3109,898,5,10,9,0,342
EMP00849,38087,3865,11729,4045,1230,2,10,2,0,388
EMP00850,38777,3653,18621,7602,1870,0,5,3,0,453
EMP00851,42437,1990,25239,7946,1735,1,9,6,0,368
EMP00852,49689,3816,17853,8380,1048,1,7,7,0,538
EMP00853,18176,1604,7567,1863,1674,3,9,7,0,449
EMP00854,17886,4048,8201,5078,905,5,4,8,0,435
EMP00855,26901,3516,11494,4785,1301,0,15,0,0,570
EMP00856,26751,2676,8387,2733,1519,2,4,3,0,404
EMP00857,28815,2305,15210,4708,1812,3,4,6,0,574
EMP00858,44844,1180,16280,4673,1377,2,3,4,0,343
EMP00859,33189,3855,11384,8356,1126,1,7,8,0,358
EMP00860,19808,4722,10530,4172,1364,1,4,10,0,376
EMP00861,36072,1591,12601,10609,1029,0,14,2,0,504
EMP00862,16675,1687,5705,4173,1220,2,12,8,0,374
EMP00863,19293,2843,7557,4914,1061,0,8,9,0,572
EMP00864,15961,3405,8559,2560,1211,5,3,1,0,371
EMP00865,28831,2240,9883,7269,1706,4,11,4,0,389
EMP00866,18049,4762,5528,4391,1179,5,1,10,0,600
EMP00867,35191,2221,20941,7945,968,4,11,8,0,445
EMP00868,25369,3980,10741,5498,1342,5,2,5,0,454
EMP00869,21729,4834,9957,3467,1898,5,0,4,0,319
EMP00870,40753,1523,14603,6689,1201,5,13,9,0,342
EMP00871,46837,1503,26258,11611,1288,1,1,7,14,569
EMP00872,27021,3390,11230,4407,1475,4,3,9,0,490
EMP00873,26253,1947,14628,7222,1289,3,0,0,0,437
EMP00874,38663,3397,14986,10809,1606,0,4,10,0,581
EMP00875,34253,2530,16256,9861,1989,1,8,1,0,411
EMP00876,23506,2261,11364,6111,1661,1,11,4,0,413
EMP00877,26838,3614,15075,5534,904,0,14,0,0,370
EMP00878,41704,1916,22683,5297,1890,1,15,9,0,313
EMP00879,28681,4561,15073,5945,1746,0,15,4,166,416
EMP00880,32033,3815,17547,3267,1495,5,12,4,0,326
EMP00881,18735,3408,5778,4353,1712,0,2,4,0,493
EMP00882,16135,2751,7803,3285,1966,3,13,8,0,498
EMP00883,33093,4201,18591,3952,1324,3,14,6,0,569
EMP00884,26201,1567,10757,3544,1004,0,2,8,0,319
EMP00885,23193,2720,7052,2848,1700,0,6,0,0,405
EMP00886,30390,4844,12833,4844,1799,4,4,6,0,366
EMP00887,45123,1412,22198,9012,932,0,6,6,0,302
EMP00888,16673,1442,6893,1841,1003,1,11,4,0,500
EMP00889,45439,2059,22672,6293,1126,3,3,0,0,345
EMP00890,33220,4627,17268,3631,1319,0,10,7,0,362
EMP00891,36821,2688,20248,7449,1543,3,4,0,0,435
EMP00892,41607,1465,19154,11816,1502,0,3,1,0,549
EMP00893,20933,1409,9323,5232,907,2,11,7,0,320
EMP00894,31753,2670,18637,7655,1783,1,13,2,0,449
EMP00895,45724,3563,23096,7099,1039,2,4,0,0,393
EMP00896,19458,3602,7293,5125,946,3,2,8,0,448
EMP00897,44282,3181,24136,4528,1488,4,11,10,0,324
EMP00898,47588,1430,24056,9845,803,1,3,6,0,303
EMP00899,46336,4619,16464,4892,1430,4,14,10,0,407
EMP00900,29534,3637,11589,4241,835,4,6,1,0,468
EMP00901,28482,4750,8999,5829,864,1,4,5,0,453
EMP00902,49010,1043,25552,13979,1355,0,11,8,0,354
